CATEGORY,SUB CATEGORY,UNIT,DESIGNATION,NAME,VPN,MOBILE1,MOBILE2,STD,LANDLINE1,LANDLINE2, FAX,EMAIL,ADDRESS
CATEGORY,SOUTH ZONE,KOLLAM CITY,Karunagapally PS ,,11026,94979 80171,,0476,2624203,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Ochira PS,,11028,94979 80197,,0476,2690233,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Chavara PS,,11033,94979 87037,,0476,2680029,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Chavara PS,,11032,94979 80164,,0476,2681700,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Chavara Thekkumbhagam PS,,11055,94979 80166,,0476,2872550,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,DISTRIC POLICE CHIEF,,11056,9497996908,,0474,2450168,,2450168,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Dy SP[Admn],,11057,9497975155,,0474,2450158,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,DPO,,,,,0474,2450858,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,AA,,,,,0474,2450858,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,manager,,,,,0474,2450858,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,AO,,,,,0474,2450858,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Dy SP Special Brqanch,,11061,9497975183,,0474,2450868,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,DY SP SP District Crime Branch ,,,9497990334,,0474,2454775,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Dy SP DCRB ,,,9497990325,,0474,2450434,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Inspector women cell,,,9497990326,,,,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Vanitha Helpline,,,9497980187,,,,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Police Control Room/Crime Branch,,,,,0474,2450100,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Cyber Cell ,,,,,0474,2450180,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Whats App,,,9497960797,,,,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Dy SP Punalur ,,11035,9497990026,,0475,2222595,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Punalur PS,,11036,"9497987038
9497980205",,0475,2222700,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Pathanapuram PS ,,11037,"9497990338
9497980202",,0475,"2352200
2353900",,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Kunnicode Ps,,11038,9497980196,,0475,2322095,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Kulathupuzha PS ,,11049,9497987041,,0475,2317529,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Kulathupuzha PS ,,11048,9497980192,,0475,2317513,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Thenmala PS,,11050,9497980213,,0475,2344550,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Achankovill PS,,,9497960654,,0475,2344550,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Kadakkal PS,,11046,9497987040,,0474,2422033,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Kadakkal PS,,11045,9497980169,,0474,2422011,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Chadayamanglam  PS,,11047,9497980161,,0474,2475311,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Anchal PS,,11052,9497987042,,0475,2273366,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Anchal PS,,11051,9497980157,,0475,2272300,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Yeroor PS,,11053,9497980214,,0475,2273204,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Dy SP Kottarakara ,,11058,9497975154,,0474,2451111,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Kottarakkara PS,,11041,9497987039,,0474,2454629,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Kottarakkara PS,,11039,9497980183,,0474,2454533,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Control Room ,,11040,,,0474,2450100,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Trafic Unit ,,,9497980186,,,,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Puthur ps,,11059,9497990319,,0474,2419100,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Ezhukone PS,,11043,9497987043,,0474,2482088,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Ezhukone PS,,11042,9497980168,,0474,2484141,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Pooyapally PS ,,11044,9497980204,,0474,2462043,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Kundra PS,,11022,9497987034,,0474,2547239,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Kundra PS,,11022,9497980193,,0474,2547450,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,East kallada PS,,11023,9497980167,,0474,2585240,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Sasthamcotta,,11030,9497987036,,0476,2830355,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Sasthamcotta,,11029,9497980210,,0476,2831355,,,,
CATEGORY,SOUTH ZONE,KOLLAM RURAL,Sooranadu PS,,11031,9497980212,,0476,2851208,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,District Police Chief,,12000,94979 96983,,0468 ,2222636,,2222636,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Dy SP [Admn.],,12001,94979 90028,,0468,2222664,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,DPO,,12002,,,0468,2222630,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,AA,,12002,94979 65328,,0468,2222630,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Manager,,12002,94979 65289,,0468,2222630,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Dy SP SB,,12003,94979 90030,,0468,2222600,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Dy SP DCRB,,12004,94979 90031,,0468,2222927,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Dy SP Narcotic Cell,,,94979 90032,,,,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Dy SP District Crime Branch,,,94979 90029,,,,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Inspector Women Cell,,,94979 87057,,,,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Crime Stopper,,,,,0468,2327914,1090,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,AC AR,,12005,94979 90259,,0468,2223036,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,AR Camp,,12005,,,0468,2223036,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Cyber Cell,,,94979 76001,,0468,2327914,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Dy SP Pathanamthitta,,12006,9497990033,,0468,2222226,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Pathanamthitta PS,,,94979 87046,94979 80250,0468,2222226,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Malayalappuzha PS,,,94979 80253,,0468,2300333,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Police Control Room,,12007,94979 80251,,0468,2320266,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Traffic Pathanamthitta,,12007,94979 80259,,0468,2320266,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Aranmula PS,,12010,94979 87047,94979 80226,0468,2318100,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Koipuram PS,,12011,94979 80232,,0469,2660246,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Chittar PS,,12013,94979 87048,,04735,255226,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,,,12012,94979 80228,,04735,255919,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Moozhiyar PS,,12014,94979 80235,,04735,279190,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Inspector Pampa ,,12015,94979 87049,,04735,203412,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Pampa PS,,,94979 80229,,,,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Dy SP Adoor,,12017,94979 90034,,04734 ,228225,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Adoor PS,,12018,94979 87050,94979 80247,04734 ,224829,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Adoor Traffic,,,94979 80256,,,,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Enath PS,,12019,94979 80246,,04734 ,211800,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Pandalam PS,,12021,94979 87051,,04734 ,252222,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Pandalam PS,,12020,94979 80236,,04734 ,251900,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Kodumon PS,,12022,94979 80231,,04734 ,285229,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Konni PS,,12024,94979 87052,,04682,242236,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Konni PS,,12023,94979 80233,,04682,243511,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Koodal PS,,12025,94979 80234,,04734 ,270100,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Thannithodu PS,,12026,94979 80241,,04682,2382253,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Dy SP Thiruvalla,,12027,94979 90035,,0469 ,2630226,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Thiruvalla PS,,12029,94979 87053,,0469 ,2600100,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Thiruvalla PS,,12028,94979 80242,,0469 ,2738100,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Thiruvalla Traffic,,12030,94979 80260,,0469 ,2741428,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Pulikeezhu PS,,12031,94979 80240,,0469 ,2610149,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Keezhvaipur PS,,12033,94979 87054,94979 80230,0469 ,2682226,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Perumpetty PS,,12034,94979 80238,,0469 ,2696262,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Ranni PS,,12035,94979 87055,94979 80255,04735,227626,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Vechoochira PS,,12037,94979 80245,,04735,265226,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Perinad PS,,12038,94979 87056,94979 80239,04735,240211,,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Vanitha Help Line,,,94979 08536,,04682,325352,1091,,,
CATEGORY,SOUTH ZONE,PATHANAMTHITTA ,Sannidhanam P S ,,,,,04735,202014,,,,
CATEGORY,SOUTH ZONE,KOCHI,IGP Kochi Range ,,13000,94979 98992,,0484 ,2353516,,2353516,,
CATEGORY,SOUTH ZONE,KOCHI,Office,,13001,,,0484 ,2353469,,,,
CATEGORY,SOUTH ZONE,KOCHI,Dy SP (MT),,13001,94979 90080,,0484 ,2353469,,,,
CATEGORY,SOUTH ZONE,KOCHI,AA,,13001,94979 65337,,0484 ,2353469,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,District Police Chief,,11100,94979 96982,,0477 ,2239326,,2238600,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Dy SP [Admn],,11102,94979 90036,,0477 ,2237826,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Dy SP Special Branch,,11103,94979 90037,,0477,2239435,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,DPO,,11102,,,0477,2237826,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Sr. A.A,,11102,94979 65268,,0477,2237826,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Manager,,11102,94979 65290,,0477,2237826,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,AO,,11102,94979 65316,,0477,2237826,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Dy SP DCRB,,13155,94979 90038,,0477,2251022,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Dy SP Narcotic Cell,,11152,94979 90040,,0477,2239095,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Dy SP District Crime Branch,,11152,94979 90039,,0477,2239095,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Crime stopper,,,,,0477,2239161,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Crime stopper,,,,,,1090,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,District Passport Cell,,11105,,,0477,2230240,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,DC AR/AR Camp,,11106,94979 90234,,0477,2230170,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,AC AR I,,11106,94979 90260,,0477,2230170,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,AC AR II ,,11106,94979 90261,,0477,2230170,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,RI AR I,,11106,94979 87347,,0477,2230170,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,RI AR II,,11106,94979 87348,,0477,2230170,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Finger Print ,,,94979 75971,,0477,2251022,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Police Club ,,17932,,,0477,2238284,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Police Wireless,,11151,,,0477,2230362,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Cyber Cell,,11154,94979 81288,,0477,2230804,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Vanitha Helpline,,,,,,2237474,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Vanitha Helpline,,,,,,1091,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Inspector Women Cell,,,94979 87070,,,,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Women Cell,,,94979 61384,,0477,2237848,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Vanitha PS,,,94979 80312,,0477,2246060,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Dy SP Alappuzha,,11107,94979 90041,,0477,2237388,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Alappuzha South PS,,11109,94979 87059,94979 80300,0477,2239343,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Punnapra PS,,11110,94979 80289,,0477,2287669,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Traffic PS,,13159,94979 80303,94979 80304,0477,2251111,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Control Room,,11112,94475 06176,,0477,2239161,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Inspector Alappuzha North,,11113,94979 87058 ,,0477,2245541,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,North PS,,,94979 80298,,,,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Ambalappuzha PS,,11114,94979 87060,,0477,2272022,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Ambalappuzha PS,,11150,94979 80265 ,,0477,2271227,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Nedumudy PS,,11115,94979 80284,,0477,2762222,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Pulinkunnu PS,,11117,94979 87061,,0477,2702222,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Pulinkunnu PS,,11116,94979 80288,,0477,2702322,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Ramankary PS,,11118,94979 80290,,0477,2705532,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Kainady PS,,,94979 80273,,0477,2710100,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Inspector Coastal PS,,,94979 61341,,0477,2296100,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Dy SP Cherthala,,11120,94979 90042,,0478 ,2821205,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Cherthala PS,,11121,94979 87062,,0478 ,2821205,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Cherthala PS,,19267,94979 80291,,0478 ,2813030,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Cherthala Traffic,,,94979 75240,,,,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Poochakkal PS,,11122,94979 80287,,0478 ,2522249,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Kuthiathode PS,,11124,94979 87063,,0478 ,2562239,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Kuthiathode PS,,11123,94979 80279,,0478 ,2562919,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Aroor PS,,11125,94979 80266,,0478 ,2872044,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Pattanakkad PS,,11126,94979 80286,,0478 ,2592210,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Mararikulam PS,,11127,94979 87064,94979 80281,0478 ,2862391,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Muhamma PS,,11128,94979 80283,,0478 ,2862331,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Arthungal PS,,11129,94979 80267,,0478 ,2572233,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Mannanchery PS,,10166,94979 75247,,0477,2292100,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Dy SP Chengannoor,,11130,94979 90043,,0479,2453346,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Chengannoor PS,,11132,94979 87065,,0479,2452226,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Chengannoor PS,,11131,94979 80268,,0479,2450226,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Chenganoor Traffic,,,94979 80305,,0479,2453499,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Venmani PS,,11133,94979 80296,,0479,2352202,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Mannar PS,,11134,94979 87066,94979 80280,0479,2312224,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Edathua PS,,11135,94979 80270,,0479,2212237,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Veeyapuram PS,,11136,94979 80297,,0479,2319711,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Mavelikkara PS,,11138,94979 87067,,0479,2344342,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Mavelikkara PS,,11137,94979 80282,,0479,2344340,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Kurathikadu PS,,11139,94979 80278,,0479,2333500,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Vallikunnam PS,,11140,94979 80295,,0479,2335240,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Nooranadu PS,,11141,94979 80285,,0479,2386344,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Dy SP  Kayamkulam,,11142,94979 90044,,0479,2447949,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Kayamkulam PS,,11144,94979 87068,94979 80276,0479,2445929,2442928,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Kayamkulam Traffic,,,94979 65469,,0479 ,2447700,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Kanakakunnu PS,,11145,94979 80274,,0479 ,2430629,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Kareelakulangara PS,,11146,94979 80275,,0479 ,2404611,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Harippad PS,,11148,94979 87069,,0479 ,2412626,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Harippad PS,,11147,94979 80271,,0479 ,2416626,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Thrikkunnappuzha PS,,11149,94979 80294,,0479 ,2482026,,,,
CATEGORY,SOUTH ZONE,ALAPPUZHA ,Police Surgeon,,11153,,,0477,2282663,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,District Police Chief,,13401,94979 96981,,04862,233006,,233006,,
CATEGORY,SOUTH ZONE,IDUKKI ,DPO,,13400,,,04862,232354,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,A.A,,,94979 65470,,,,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Manager,,,94979 65295,,04862,232354,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,AO,,,94979 65320,,04862,232354,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Dy SP [Admn],,,9497990053,,04862,232354,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Dy SP DCRB ,,,94979 90055,,04862,232354,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Dy SP Narcotic Cell,,,94979 90057,,04862,232354,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Dy SP SB,,13402,94979 90054,,04862.,232356,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Dy SP District Crime Branch.,,,94979 90056,,04862.,233233,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Crime Stopper,,,,,04862.,232356,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,AR Camp ,,13403,,,04862.,232343,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,AC AR-I,,13403,94979 90264,,04862.,232343,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,AC AR-II,,13403,94979  90353,,04862.,232343,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,RI-I,,13403,94979 87351,,04862.,232343,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,RI-I,,13403,94979 87352,,04862.,232343,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Motor Transport Office,,13404,,,04862.,232306,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Crime Stopper ,,13402,,,04862.,232356,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Passport Cell,,13406,,,04862.,232203,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Cyber Cell,,,94979 76003,,,,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Dy SP Mullaperiyar,,,94979 61780,,04869.,253933,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Mullaperiyar PS,,,94979 80376,,04862.,,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Dy SP Thodupuzha,,13407,94979 90059,,04862.,227472,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Thodupuzha PS,,13408,94979 87086,,04862.,222494,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Thodupuzha PS,,,94979 80390,,04862.,222494,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Karinkunnam PS,,13414,94979 80371,,04862.,242336,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Kaliyar PS,,13410,94979 87087,,04862.,245334,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Kaliyar PS,,13409,94979 80366,,04862.,245601,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Karimannoor PS,,13411,94979 80370,,04862.,262434,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Kanjar PS,,13413,94979 87088,,04862.,252034,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Kanjar PS,,13412,94979 80367,,04862.,252494,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Muttom PS,,,94979 32287,,04862.,257777,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Kulamavu PS,,13415,94979 80362,,04862.,259904,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Idukki PS,,13417,94979 87089,,04862.,235229,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Idukki PS,,13416,94979 80364,,04862.,235275,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Murikkassery PS,,13418,94979 80379,,04862.,263250,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Kanjikuzhy PS,,13420,94979 87090,,04862.,239280,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Kanjikuzhy PS,,13419,94979 80368,,04862.,238200,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Karimanal PS ,,13421,94979 80369,,04862.,552278,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Inspector Women Cell,,,94979 87098,,04862.,236600,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,"Women Cell, Idukki",,,94979 80397,,04862.,236600,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,"Women Cell, Thodupuzha",,,94979 80398,,04862.,229100,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,"Vanitha Help Line, Kattappana",,,94979 80396,,,,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Dy SP Munnar,,13422,94979 90060,,04865.,230382,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Munnar PS,,13424,94979 87091,,04865.,230321,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Munnar PS,,13423,94979 80378,,04865.,231150,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Marayur PS,,13425,94979 80377,,04865.,252210,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Devikulam PS,,13427,94979 80363,,04865.,264225,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Santhanpara PS,,13428,94979 87092,,04868.,247211,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Santhanpara PS,,13426,94979 80385,,04865.,264350,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Adimaly PS,,13430,94979 87093,,04864.,222145,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Adimaly PS,,13429,94979 80361,,04864.,222186,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Adimaly Traffic Unit,,,,,04864.,224646,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Rajakkad PS,,13431,94979 80384,,04868.,242325,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Vellathooval PS,,13432,94979 80389,,04864.,276254,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Dy SP Kattappana,,13433,94979 90058,,04868,272978,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Nedumkandam PS,,13435,94979 87094,,04868,232045,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Nedumkandam PS,,13434,94979 80380,,04868,233260,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Cumbummettu PS,,13436,94979 80374,,04868,279250,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Kattappana PS,,13438,94979 87095,,04868,272263,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Kattappana PS,,13437,94979 80372,,04868,273263,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Thankamany PS,,,9497932354,,04868,275600,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Vandanmedu PS,,13439,94979 80387,,04868,277050,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Kumily PS,,13441,94979 87096,,04869,222049,,,,
